id,category,prefix,bg_ch,bg_text,sb_canto,sb_ch,sb_text,cci,name,full_name,url,date,location,year,month,day,month_Eng,mmm_dd,yy_mmm_dd,size,duration
516,SB,SB 1.8.18,,,1,8,18,,How to See Greatness of God,SB 1.8.18 How to See Greatness of God 10Apr1973_at_NY.mp3,https://mega.co.nz/#!cKtxmDTD!q1XXfs1qIVR1HBxa_CRQKiqwfhoomk-kgl4Qyg5MVLA,10-04-1973,NY,1973,4,10,Apr,Apr-10,73Apr10,16408623,33
517,SB,SB 1.8.19,,,1,8,19,,For Dull-Headed Asses God --etc,SB 1.8.19 For Dull-Headed Asses God --etc 5Jul1974_at_CHI.mp3,https://mega.co.nz/#!QKlygSTT!NNOf8iAX_EWbahYqe9jZ7suwJ18hFOUeuiOrXRwaF08,05-07-1974,CHI,1974,7,5,Jul,Jul-05,74Jul5,11005052,22
518,SB,SB 1.8.19,,,1,8,19,,We Came Here to Pass Stool,SB 1.8.19 We Came Here to Pass Stool 29Sep1974_at_MAY.mp3,https://mega.co.nz/#!FPcyAAqZ!YQQCsaJR9ElOG-Wb6S3zM7z7QiLUHDVjLGBCMPv7WJI,29-09-1974,MAY,1974,9,29,Sep,Sep-29,74Sep29,15237708,31
519,SB,SB 1.8.20,,,1,8,20,,To Be Understood by Anyone,SB 1.8.20 To Be Understood by Anyone 30Sep1974_at_MAY.mp3,https://mega.co.nz/#!YOUVEYxD!YQKCZrHIr_bF_4qU_IdPea_9yy3kTf3RM7Sg6KVjQ68,30-09-1974,MAY,1974,9,30,Sep,Sep-30,74Sep30,14477231,29
520,SB,SB 1.8.20,,,1,8,20,,Queen Kunti's Humility,SB 1.8.20 Queen Kunti's Humility 12Apr1973_at_NY.mp3,https://mega.co.nz/#!9fE1ACYC!iB6k68U5Z7FAPrvDyJo3rErBWvrcFMalyWymcQeh5Yk,12-04-1973,NY,1973,4,12,Apr,Apr-12,73Apr12,7792390,16
521,SB,SB 1.8.21,,,1,8,21,,The Krishna Connection,SB 1.8.21 The Krishna Connection 1Oct1974_at_MAY.mp3,https://mega.co.nz/#!pGUwCIxB!6GRGMJntOwEats2tHKwDV8XdDP-jwRtsFi-Ob-DmxhU,01-10-1974,MAY,1974,10,1,Oct,Oct-01,74Oct1,14508365,29
522,SB,SB 1.8.21,,,1,8,21,,Spiritual Sense Gratification,SB 1.8.21 Spiritual Sense Gratification 13Apr1973_at_NY.mp3,https://mega.co.nz/#!QHdCSb4J!FQW1Mc5Bj7QYUL3M7MHQauYe9AMzi2Qt8OW_nW-o7X0,13-04-1973,NY,1973,4,13,Apr,Apr-13,73Apr13,15589425,32
523,SB,SB 1.8.22,,,1,8,22,,If You Actually Love God You --etc,SB 1.8.22 If You Actually Love God You --etc 14Apr1973_at_LA.mp3,https://mega.co.nz/#!8WEEkSKT!kjS-QZ8PxnYKWndhyBBC19XnJl_v79LsvI417j_psd8,14-04-1973,LA,1973,4,14,Apr,Apr-14,73Apr14,9935093,20
524,SB,SB 1.8.23,,,1,8,23,,Beginning of Material Life is Envy,SB 1.8.23 Beginning of Material Life is Envy 15Apr1973_at_LA.mp3,https://mega.co.nz/#!1O0VESBK!inN-yXHB9pnDnlrrheAMyI3cb7swu2DT1y4k3f1qNAw,15-04-1973,LA,1973,4,15,Apr,Apr-15,73Apr15,12406050,25
525,SB,SB 1.8.23,,,1,8,23,,A Slip 'Twixt the Cup and Lip,SB 1.8.23 A Slip 'Twixt the Cup and Lip 3Oct1974_at_MAY.mp3,https://mega.co.nz/#!EPdmAZ7R!Peg3Smm75qQ79rOxrET0jBaQhA8OFDa4Xvc2c-V71Yg,03-10-1974,MAY,1974,10,3,Oct,Oct-03,74Oct3,14380267,29
526,SB,SB 1.8.24,,,1,8,24,,If Krishna Wants to Protect --etc,SB 1.8.24 If Krishna Wants to Protect --etc 16Apr1973_at_LA.mp3,https://mega.co.nz/#!5T1QDBZB!I7rcqPKp6-CV_zAAZDgdw_x6D-IyOrs30590T35O8AM,16-04-1973,LA,1973,4,16,Apr,Apr-16,73Apr16,12235541,25
527,SB,SB 1.8.24,,,1,8,24,,Always Expect Danger,SB 1.8.24 Always Expect Danger 4Oct1974_at_MAY.mp3,https://mega.co.nz/#!Bf11CRoD!3q6mqYdwfDKqVl7xXMoY-H50efUIjulPynxzWc2jGNk,04-10-1974,MAY,1974,10,4,Oct,Oct-04,74Oct4,14777110,30
528,SB,SB 1.8.25,,,1,8,25,,Cross This Ocean of Danger,SB 1.8.25 Cross This Ocean of Danger 17Apr1973_at_LA.mp3,https://mega.co.nz/#!lDFXQRiR!A3qV8jfSW2Ym0t7HNRP5MPh0S6-2H8H_jtPzaWVlBbs,17-04-1973,LA,1973,4,17,Apr,Apr-17,73Apr17,16970156,35
529,SB,SB 1.8.25,,,1,8,25,,Reincarnation-Very Risky,SB 1.8.25 Reincarnation-Very Risky 5Oct1974_at_VRN.mp3,https://mega.co.nz/#!NfEDABxQ!A3-YXL43WwqgLV2GGtevTBrU7g-z7qHMahtNeGwaqMs,05-10-1974,VRN,1974,10,5,Oct,Oct-05,74Oct5,13100057,27
530,SB,SB 1.8.26,,,1,8,26,,Krishna Conscious Communism,SB 1.8.26 Krishna Conscious Communism 18Apr1973_at_LA.mp3,https://mega.co.nz/#!8PFQGITC!EV5BCDm0gFd9-Qt2tYxHOGz_05iieNHpc7k9KQz28mU,18-04-1973,LA,1973,4,18,Apr,Apr-18,73Apr18,11848485,24
531,SB,SB 1.8.26,,,1,8,26,,I've Got Something,SB 1.8.26 I've Got Something 6Oct1974_at_MAY.mp3,https://mega.co.nz/#!MbFHlCQZ!XMiTBkHqK8cCAzSQ-Sf5fVDgDCQFidWfVb-zTVXcNcA,06-10-1974,MAY,1974,10,6,Oct,Oct-06,74Oct6,20456967,42
532,SB,SB 1.8.27,,,1,8,27,,Predominator to Predominated,SB 1.8.27 Predominator to Predominated 19Apr1973_at_LA.mp3,https://mega.co.nz/#!RPsQHBxL!CSjYyERjZCwEvCexylMTgmGaVBCrzODYkngM_zOhDpM,19-04-1973,LA,1973,4,19,Apr,Apr-19,73Apr19,14768349,30
533,SB,SB 1.8.28,,,1,8,28,,Krishna Is Equal to Everyone,SB 1.8.28 Krishna Is Equal to Everyone 20Apr1973_at_LA.mp3,https://mega.co.nz/#!8etSXbBR!fNf56ePyz9QpiHZ00aqP5gVNVyXECOyyvZ8C78NHNSM,20-04-1973,LA,1973,4,20,Apr,Apr-20,73Apr20,11860398,24
534,SB,SB 1.8.28,,,1,8,28,,Don't Be a 'Skin Observer',SB 1.8.28 Don't Be a 'Skin Observer' 8Oct1974_at_MAY.mp3,https://mega.co.nz/#!oWNhgDZL!Iz80nTw_iiNOycpEAQ2Ae4YqiWNvwYqD2DOuJWGnEOc,08-10-1974,MAY,1974,10,8,Oct,Oct-08,74Oct8,14326348,29
535,SB,SB 1.8.29,,,1,8,29,,Try to Satisfy Krishna,SB 1.8.29 Try to Satisfy Krishna 21Apr1973_at_LA.mp3,https://mega.co.nz/#!5LkSSSAD!uCcawULPvkBdzIO8iZDyW9VzSr7YqS0WIQH9u_E6LV4,21-04-1973,LA,1973,4,21,Apr,Apr-21,73Apr21,13378629,27
536,SB,SB 1.8.29,,,1,8,29,,Krishna's Loving Impartiality,SB 1.8.29 Krishna's Loving Impartiality 9Oct1974_at_MAY.mp3,https://mega.co.nz/#!hKNDXCAL!OBswJYSXT829w82NTKgDqP4TXW9pxx3oCzKU0HBQYHM,09-10-1974,MAY,1974,10,9,Oct,Oct-09,74Oct9,14224368,29
537,SB,SB 1.8.30,,,1,8,30,,"Chant, Chant, Chant--Can't, --etc","SB 1.8.30 Chant, Chant, Chant--Can't, --etc 22Apr1973_at_LA.mp3",https://mega.co.nz/#!MGcWmC5S!8FMakIAliJvsgIi7j4Fnjuyd3-5MeZqiMiAMHX8oadg,22-04-1973,LA,1973,4,22,Apr,Apr-22,73Apr22,18154249,37
538,SB,SB 1.8.30,,,1,8,30,,Krishna's Active Inactivity,SB 1.8.30 Krishna's Active Inactivity 10Oct1974_at_MAY.mp3,https://mega.co.nz/#!5GkRVRDI!CnHqR0MHBxY4WS2CrbB-z_Afe7EYRXa2pb60JTExkhc,10-10-1974,MAY,1974,10,10,Oct,Oct-10,74Oct10,13160242,27
539,SB,SB 1.8.31,,,1,8,31,,Increase Your Love for Krishna,SB 1.8.31 Increase Your Love for Krishna 23Apr1973_at_LA.mp3,https://mega.co.nz/#!JPll3K5I!svJA1YVuYqvQztE1nt_0OiEx3b1nOJFTkv52ZxJeakE,23-04-1973,LA,1973,4,23,Apr,Apr-23,73Apr23,12647000,26
540,SB,SB 1.8.31,,,1,8,31,,A Devotee Likes to Be --etc,SB 1.8.31 A Devotee Likes to Be --etc 11Oct1974_at_MAY.mp3,https://mega.co.nz/#!sCMhjSwT!p15yyxgLJZW390r0Tl1GamHdKtrZ5OOg2SJXZFOUolM,11-10-1974,MAY,1974,10,11,Oct,Oct-11,74Oct11,15572298,32
541,SB,SB 1.8.32,,,1,8,32,,Why Does the Unborn Take Birth,SB 1.8.32 Why Does the Unborn Take Birth 24Apr1973_at_LA.mp3,https://mega.co.nz/#!9acEVRKD!K70pDKeMi6OZhJkqMJmapCZIbDYVPtKrv5xgzTZk3Ok,24-04-1973,LA,1973,4,24,Apr,Apr-24,73Apr24,14484975,29
542,SB,SB 1.8.32,,,1,8,32,,Become Dear to Krishna,SB 1.8.32 Become Dear to Krishna 12Oct1974_at_MAY.mp3,https://mega.co.nz/#!tSt2GCYB!-t2kruQbFHA_NAZQw7l8xV0aWVmngMuI95HnuqTNyiM,12-10-1974,MAY,1974,10,12,Oct,Oct-12,74Oct12,15416172,31
543,SB,SB 1.8.33,,,1,8,33,,Converting Crows Into Swans,SB 1.8.33 Converting Crows Into Swans 25Apr1973_at_LA.mp3,https://mega.co.nz/#!FbcjEbKD!eYzgzmUI9mYRh4q7EPvChCbu2cWF0uaiF78_zyjclWs,25-04-1973,LA,1973,4,25,Apr,Apr-25,73Apr25,14920485,30
544,SB,SB 1.8.33,,,1,8,33,,The Whole Thing in One Word,SB 1.8.33 The Whole Thing in One Word 13Oct1974_at_MAY.mp3,https://mega.co.nz/#!1ecEhLAb!dIhJAA9lUwVjytdkHLn5FAiMbjqxmCCocfrJuPmCesE,13-10-1974,MAY,1974,10,13,Oct,Oct-13,74Oct13,14472843,29
545,SB,SB 1.8.34,,,1,8,34,,Seeing the World's Soul,SB 1.8.34 Seeing the World's Soul 26Apr1973_at_LA.mp3,https://mega.co.nz/#!hT0kUDZJ!Wqj7-j4UzKaT8C61VKU1MGfcwz8IuEyKgkXRNME8LHg,26-04-1973,LA,1973,4,26,Apr,Apr-26,73Apr26,18796426,38
546,SB,SB 1.8.34,,,1,8,34,,Relief from Unbearable Burdens,SB 1.8.34 Relief from Unbearable Burdens 14Oct1974_at_MAY.mp3,https://mega.co.nz/#!4bdWRBgT!xyNhf7lJm18GBeNfmfYxVaBIqU59wcRCQT1_ficU9hU,14-10-1974,MAY,1974,10,14,Oct,Oct-14,74Oct14,13216461,27
547,SB,SB 1.8.35,,,1,8,35,,Rascal Surrender,SB 1.8.35 Rascal Surrender 15Oct1974_at_MAY.mp3,https://mega.co.nz/#!te8CQRSK!gGWYLYKuAOguIcDQU0SC2ASmTr814L32tV9H-ikzexE,15-10-1974,MAY,1974,10,15,Oct,Oct-15,74Oct15,16251458,33
548,SB,SB 1.8.36,,,1,8,36,,Just Go On Hearing About Krishna,SB 1.8.36 Just Go On Hearing About Krishna 28Apr1973_at_LA.mp3,https://mega.co.nz/#!4akiQJTL!VXkZu6EYR7IcRgehwyhJrnn-akgWEe2CbN90uOvsjw0,28-04-1973,LA,1973,4,28,Apr,Apr-28,73Apr28,13749369,28
549,SB,SB 1.8.36,,,1,8,36,,Senses On Strike,SB 1.8.36 Senses On Strike 16Oct1974_at_MAY.mp3,https://mega.co.nz/#!NOUk2YBY!GkxCeSnF85XyArilGhePZdS4qj5S3g7PwhwcrDtVI68,16-10-1974,MAY,1974,10,16,Oct,Oct-16,74Oct16,16062122,33
550,SB,SB 1.8.37,,,1,8,37,,We Are in Dangerous Position,SB 1.8.37 We Are in Dangerous Position 29Apr1973_at_LA.mp3,https://mega.co.nz/#!8e1WVJKZ!0SJrsNHs7l-Xg6cVyuiVxqgYYU-H4vzgzE0weJW-ePg,29-04-1973,LA,1973,4,29,Apr,Apr-29,73Apr29,13725332,28
551,SB,SB 1.8.38,,,1,8,38,,Our Senses Belong to Krishna,SB 1.8.38 Our Senses Belong to Krishna 30Apr1973_at_LA.mp3,https://mega.co.nz/#!FadH0T5B!LXAXcoD9dsCIYIjZV36DxeEQ5mR8p-2rjbbrfUvW6qs,30-04-1973,LA,1973,4,30,Apr,Apr-30,73Apr30,14241512,29
552,SB,SB 1.8.39,,,1,8,39,,How Everything Can Become Beautiful,SB 1.8.39 How Everything Can Become Beautiful 1May1973_at_LA.mp3,https://mega.co.nz/#!0D8AzK7I!SWdH1C-R8vMTB8F-BwuE30CdywxoMHE9j0c9dD3tnPc,01-05-1973,LA,1973,5,1,May,May-01,73May1,14933241,30
553,SB,SB 1.8.39,,,1,8,39,,Keep Krishna Here,SB 1.8.39 Keep Krishna Here 19Oct1974_at_MAY.mp3,https://mega.co.nz/#!9L9y0b6R!EpBzGxqUy1YxqqAU_GAK7HVUsCg-zv40gsmYkTZsY78,19-10-1974,MAY,1974,10,19,Oct,Oct-19,74Oct19,12091511,24
554,SB,SB 1.8.40,,,1,8,40,,By Krishna's Glance All Is OK,SB 1.8.40 By Krishna's Glance All Is OK 2May1973_at_LA.mp3,https://mega.co.nz/#!ZTEBkCTR!zRn62-DV_Nkpu3IsNz5dCpFibjpTIP7xrd_mkbdl_DE,02-05-1973,LA,1973,5,2,May,May-02,73May2,14293967,29
555,SB,SB 1.8.40,,,1,8,40,,Modern Inventions Make Hell,SB 1.8.40 Modern Inventions Make Hell 20Oct1974_at_MAY.mp3,https://mega.co.nz/#!pacSlJLC!TwdPjgU2LtKY10NsU-iZed9i2Dwxst-_NwJoe3Bs-8w,20-10-1974,MAY,1974,10,20,Oct,Oct-20,74Oct20,17673993,36
556,SB,SB 1.8.41,,,1,8,41,,The Greatest Enemy of Human Society,SB 1.8.41 The Greatest Enemy of Human Society 3May1973_at_LA.mp3,https://mega.co.nz/#!5W0ywIjA!_-kbhP75Mulqn3lJdwQORj4jQOEo2Nugt0Wo49K-Xvg,03-05-1973,LA,1973,5,3,May,May-03,73May3,16072389,33
557,SB,SB 1.8.41,,,1,8,41,,The Ropes of Affection,SB 1.8.41 The Ropes of Affection 21Oct1974_at_MAY.mp3,https://mega.co.nz/#!ESt1xZIa!Q1Htc3_avKNZ6x6UhA5KkqkPwD2g6XRxb6_-vn6DClM,21-10-1974,MAY,1974,10,21,Oct,Oct-21,74Oct21,19661592,40
558,SB,SB 1.8.42,,,1,8,42,,How Not to Be in the Material World,SB 1.8.42 How Not to Be in the Material World 4May1973_at_LA.mp3,https://mega.co.nz/#!wGUERC7a!N3_oAoEC3buYauv0fpLiCueSiVh5esctqCwfM63pypw,04-05-1973,LA,1973,5,4,May,May-04,73May4,16090779,33
559,SB,SB 1.8.42,,,1,8,42,,The Psychology of the Eternal,SB 1.8.42 The Psychology of the Eternal 22Oct1974_at_MAY.mp3,https://mega.co.nz/#!0H8SgJjD!3E_DURrRYF1nF-eOyxFCb5vmuWTIuD87mgFSZ-do_Qs,22-10-1974,MAY,1974,10,22,Oct,Oct-22,74Oct22,11381201,23
560,SB,SB 1.8.43,,,1,8,43,,Protector of Cows and Brahmanas,SB 1.8.43 Protector of Cows and Brahmanas 5May1973_at_LA.mp3,https://mega.co.nz/#!UW9x2aIZ!PtfFa0aY-4hHS0glaf5pbo1mPD_-syDswXGVGqpFLvE,05-05-1973,LA,1973,5,5,May,May-05,73May5,15828715,32
561,SB,SB 1.8.43,,,1,8,43,,Enter Krishna's Family,SB 1.8.43 Enter Krishna's Family 23Oct1974_at_MAY.mp3,https://mega.co.nz/#!JXUXGQJB!KXlmg7cUs_skiYGirkXGClIj6zzyRxpeWyeGpT0lGyU,23-10-1974,MAY,1974,10,23,Oct,Oct-23,74Oct23,19796175,40
562,SB,SB 1.8.44,,,1,8,44,,Approaching All-Good Absolute,SB 1.8.44 Approaching All-Good Absolute 6May1973_at_LA.mp3,https://mega.co.nz/#!kD000BiC!NqMYp61nMWKMjlNtICdQwWC4IlcMSYzMNoMXJdZYuWc,06-05-1973,LA,1973,5,6,May,May-06,73May6,16360984,33
563,SB,SB 1.8.44,,,1,8,44,,Selected Words for the Smiling Lor,SB 1.8.44 Selected Words for the Smiling Lor 24Oct1974_at_MAY.mp3,https://mega.co.nz/#!tPsDGIaT!fF_62IXOm9hmslBc8cx52uTCuY-CfI5lQXmCFB79udk,24-10-1974,MAY,1974,10,24,Oct,Oct-24,74Oct24,11368459,23
564,SB,SB 1.8.45,,,1,8,45,,We Can Purchase Krishna by Love,SB 1.8.45 We Can Purchase Krishna by Love 7May1973_at_LA.mp3,https://mega.co.nz/#!teM3hYjA!xXuJeJyHXgYQKL9ztPLLzS2kQZrnsIkpcxfhuxzRZFA,07-05-1973,LA,1973,5,7,May,May-07,73May7,15089136,31
565,SB,SB 1.8.45,,,1,8,45,,Krishna Wants to Be Controlled,SB 1.8.45 Krishna Wants to Be Controlled 25Oct1974_at_MAY.mp3,https://mega.co.nz/#!BT1XyLoC!wrZK4a6jNuaOmSqoCZ6evQHHOqfnPS69JR0wsGYjSD0,25-10-1974,MAY,1974,10,25,Oct,Oct-25,74Oct25,12790769,26
566,SB,SB 1.8.46,,,1,8,46,,The Ksatriya Spirit,SB 1.8.46 The Ksatriya Spirit 8May1973_at_LA.mp3,https://mega.co.nz/#!RL1zgb7I!t2qRE0YI_aRhXsBTsuSgp-bXpzcMljzMJ9guZHSo69k,08-05-1973,LA,1973,5,8,May,May-08,73May8,16191282,33
567,SB,SB 1.8.46,,,1,8,46,,"Politics-Me... King, Others... Kil","SB 1.8.46 Politics-Me... King, Others... Kil 26Oct1974_at_MAY.mp3",https://mega.co.nz/#!4T13VIAa!J1ThNrpd0bNuHM9BkUOU99VEXjWRuUS6YoKpLq7oWVY,26-10-1974,MAY,1974,10,26,Oct,Oct-26,74Oct26,9800070,20
568,SB,SB 1.8.47,,,1,8,47,,Material Affection Has No Meaning,SB 1.8.47 Material Affection Has No Meaning 27Oct1974_at_MAY.mp3,https://mega.co.nz/#!pK8CTKjJ!Mg_moejOVvR4PC7vI9lieFom-M6uUQtoUsq01mIcPYs,27-10-1974,MAY,1974,10,27,Oct,Oct-27,74Oct27,17766577,36
569,SB,SB 1.8.48,,,1,8,48,,This Body Belongs to Others,SB 1.8.48 This Body Belongs to Others 10May1973_at_LA.mp3,https://mega.co.nz/#!cPtmQTbQ!gp4omm93wdepEPT0hdkvOmgdug7bX5Gxiuj204ttUqo,10-05-1973,LA,1973,5,10,May,May-10,73May10,14618510,30
570,SB,SB 1.8.48,,,1,8,48,,My Body and I Belong to Krishna,SB 1.8.48 My Body and I Belong to Krishna 28Oct1974_at_MAY.mp3,https://mega.co.nz/#!cfdT3ASI!q2fTQqZ-o4N7PzgFcJ_sKLGUu4iEFSgFrMI4n8Jqpj0,28-10-1974,MAY,1974,10,28,Oct,Oct-28,74Oct28,14870326,30
571,SB,SB 1.8.49,,,1,8,49,,Devotees Have No Debts,SB 1.8.49 Devotees Have No Debts 29Oct1974_at_MAY.mp3,https://mega.co.nz/#!0eUzTKqR!hNpildsF4-hatrxZdRwcM-RWtKhSo33BMEdb_scKuCU,29-10-1974,MAY,1974,10,29,Oct,Oct-29,74Oct29,17450170,36
572,SB,SB 1.8.50,,,1,8,50,,When to Be Nonviolent - Violent,SB 1.8.50 When to Be Nonviolent - Violent 12May1973_at_LA.mp3,https://mega.co.nz/#!lKkVULAA!pu4mSWPJ4v_jwb576-RqlwmMIZcXsEUboWXNLXFOAkQ,12-05-1973,LA,1973,5,12,May,May-12,73May12,8408476,17
573,SB,SB 1.8.51,,,1,8,51,,"Responsibilities of Fathers, --etc","SB 1.8.51 Responsibilities of Fathers, --etc 13May1973_at_LA.mp3",https://mega.co.nz/#!IG1TEISR!tPqCXqcDaYXB6N3iED_WV4o42EWtv4a1TD3SyDOv2E0,13-05-1973,LA,1973,5,13,May,May-13,73May13,14020431,28
574,SB,SB 1.8.52,,,1,8,52,,Slaughterhouse Victims Were --etc,SB 1.8.52 Slaughterhouse Victims Were --etc 14May1973_at_LA.mp3,https://mega.co.nz/#!YOdlhYxL!8401AedGy4bnSI9gRxQDTjojZNVoZgdhSt23DB9RsQ8,14-05-1973,LA,1973,5,14,May,May-14,73May14,13788049,28
575,SB,SB 1.9.1,,,1,9,1,,Equality-How,SB 1.9.01 Equality-How 15May1973_at_LA.mp3,https://mega.co.nz/#!VKchhQzD!MPJiCqN6V5PvCNa21hpevdNpzjXKBnpQT4u_MdUqHUI,15-05-1973,LA,1973,5,15,May,May-15,73May15,9428905,19
576,SB,SB 1.9.2,,,1,9,2,,The Opulence of Krsna Consciousness,SB 1.9.02 The Opulence of Krsna Consciousness 16May1973_at_LA.mp3,https://mega.co.nz/#!RTED3AgI!If4S1f6GCo-Km37Zdq5C0cKl6_gqqpIo_fwslnfuenA,16-05-1973,LA,1973,5,16,May,May-16,73May16,17606717,36
577,SB,SB 1.9.3,,,1,9,3,,Qualifications of Bhakta and Bhagavan,SB 1.9.03 Qualifications of Bhakta and Bhagavan 17May1973_at_LA.mp3,https://mega.co.nz/#!MWUkmZgT!AObX6o-2E7RnadCqYbbMNqgTmSikoEyvEoNsgt08XeE,17-05-1973,LA,1973,5,17,May,May-17,73May17,11496365,23
578,SB,SB 1.9.40,,,1,9,40,,We Alone Teach 'You're Not This Bod,SB 1.9.40 We Alone Teach 'You're Not This Bod 22May1973_at_NY.mp3,https://mega.co.nz/#!Bb1jgAZI!pB-xniGmRpLhIUYFd1vML1-vqLByytS2qaYom1d71Rg,22-05-1973,NY,1973,5,22,May,May-22,73May22,10676323,22
579,SB,SB 1.9.48,,,1,9,48,,Gandhari-Chaste and Faithful,SB 1.9.48 Gandhari-Chaste and Faithful 14Jun1973_at_MAY.mp3,https://mega.co.nz/#!pHVSmRzS!EOuzaO3owhxRg_jkrhDatTdkkt1xAdU_eFPN74lLU9M,14-06-1973,MAY,1973,6,14,Jun,Jun-14,73Jun14,16095153,33
580,SB,SB 1.9.49,,,1,9,49,,Ruling by Religious Principles,SB 1.9.49 Ruling by Religious Principles 15Jun1973_at_MAY.mp3,https://mega.co.nz/#!MGsWkSTJ!5TNpDAFsKTNT-FX-g-4WJWVa_oxmcf1zLvEKXZ9LQ5U,15-06-1973,MAY,1973,6,15,Jun,Jun-15,73Jun15,15681375,32
581,SB,SB 1.10.1,,,1,10,1,,Yudhisthira-Perfect Surrender,SB 1.10.01 Yudhisthira-Perfect Surrender 16Jun1973_at_MAY.mp3,https://mega.co.nz/#!xOtCEQaK!DmZBae7-aSfDCvy3KmVphY2YvMUoBYCIq2iNrb--VMc,16-06-1973,MAY,1973,6,16,Jun,Jun-16,73Jun16,13584473,28
582,SB,SB 1.10.2,,,1,10,2,,Seeing That Krishna Is Satisfied,SB 1.10.02 Seeing That Krishna Is Satisfied 17Jun1973_at_MAY.mp3,https://mega.co.nz/#!xf83nRJQ!BAV37jClddgXqcqHWkOIJKWMV73-ha7aSzVfF78Hnq4,17-06-1973,MAY,1973,6,17,Jun,Jun-17,73Jun17,13453237,27
583,SB,SB 1.10.3,,,1,10,3,,God-Conscious Monarchy,SB 1.10.03 God-Conscious Monarchy 18Jun1973_at_MAY.mp3,https://mega.co.nz/#!tbkgRKDI!WITlm0hXCymxbR6JSkx8tBv49bTGfYflUX2ynQ5vOjk,18-06-1973,MAY,1973,6,18,Jun,Jun-18,73Jun18,18105739,37
584,SB,SB 1.10.3,,,1,10,3,,Monarchy & Maha-Mantra-Perfect,SB 1.10.03 Monarchy & Maha-Mantra-Perfect 13Mar1975_at_TEH.mp3,https://mega.co.nz/#!dTkwHbgI!sR8_f-fcV8Y8n20X4LVggr9DWE2L9eMglkC_VYxbfPQ,13-03-1975,TEH,1975,3,13,Mar,Mar-13,75Mar13,8697489,17
585,SB,SB 1.10.4,,,1,10,4,,Get Necessities from the Land,SB 1.10.04 Get Necessities from the Land 25Nov1973_at_LON.mp3,https://mega.co.nz/#!Re9V3bSR!BAqYQpe_VP0sVT_3G5k54og4qemfu_CjS-jOvohrcGk,25-11-1973,LON,1973,11,25,Nov,Nov-25,73Nov25,12772376,26
586,SB,SB 1.10.4,,,1,10,4,,When People Become Demons,SB 1.10.04 When People Become Demons 19Jun1973_at_MAY.mp3,https://mega.co.nz/#!8C9F0bia!IuhN350lmkfHJQDWlJK5irqDRmj16lMih2Gn5QPgQxM,19-06-1973,MAY,1973,6,19,Jun,Jun-19,73Jun19,18196440,37
587,SB,SB 1.10.5,,,1,10,5,,Comforts for the Body and Soul,SB 1.10.05 Comforts for the Body and Soul 20Jun1973_at_MAY.mp3,https://mega.co.nz/#!UOlSVY5K!kJEvYhplxB3B_7NAj75jw9k_YqIwKGuNY3Mr3O6dZts,20-06-1973,MAY,1973,6,20,Jun,Jun-20,73Jun20,14428543,29
588,SB,SB 1.10.6,,,1,10,6,,Peaceful People in Kingdom,SB 1.10.06 Peaceful People in Kingdom 21Jun1973_at_MAY.mp3,https://mega.co.nz/#!AWNEiaiK!VcXoeHKaTYfXwLCaNmAITJ2IFDJ52a9G1x59qDWJq8U,21-06-1973,MAY,1973,6,21,Jun,Jun-21,73Jun21,18435095,38
589,SB,SB 1.10.7,,,1,10,7,,Independence-More Dependence,SB 1.10.07 Independence-More Dependence 22Jun1973_at_MAY.mp3,https://mega.co.nz/#!8b0DnZBQ!tK_l_zg-g871pI6JAwLTeu34Cgd0SkHwfs4eNPr8pH0,22-06-1973,MAY,1973,6,22,Jun,Jun-22,73Jun22,18288603,37
590,SB,SB 1.10.11,,,1,10,11,,Satsanga...Asatsanga,SB 1.10.11 Satsanga...Asatsanga 25Jun1973_at_MAY.mp3,https://mega.co.nz/#!pOd1mDgL!OLePQqtD26BK-M3llhGjgZKDqEbk3xzO05I5IVIWxh8,25-06-1973,MAY,1973,6,25,Jun,Jun-25,73Jun25,15702684,32
591,SB,SB 1.10.13,,,1,10,13,,Associating with Krishna,SB 1.10.13 Associating with Krishna 26Jun1973_at_MAY.mp3,https://mega.co.nz/#!ETUG3RCB!OfbtK43a07s3P36ahiWiJw3ja9ivs5s_eaOAYIih65U,26-06-1973,MAY,1973,6,26,Jun,Jun-26,73Jun26,14078287,29
592,SB,SB 1.10.14,,,1,10,14,,Truly Selfless Love,SB 1.10.14 Truly Selfless Love 27Jun1973_at_MAY.mp3,https://mega.co.nz/#!Va9AmJJS!9SO26HOrLdmfepDx6OTKA2Ma_0LRDUHEHW62-54pEpA,27-06-1973,MAY,1973,6,27,Jun,Jun-27,73Jun27,11072110,22
593,SB,SB 1.13.10,,,1,13,10,,Make Your Heart a Place of Pilgrim,SB 1.13.10 Make Your Heart a Place of Pilgrim 1Jun1974_at_GEN.mp3,https://mega.co.nz/#!sGM3DZyb!VyV7cj7A12FvnXtm0DEOu82VxpaSLhsQJTYm931bEZ0,01-06-1974,GEN,1974,6,1,Jun,Jun-01,74Jun1,12516175,25
594,SB,SB 1.13.11,,,1,13,11,,Your Qualification-Renouncing,SB 1.13.11 Your Qualification-Renouncing 2Jun1974_at_GEN.mp3,https://mega.co.nz/#!0GkwTSqT!ewe577Ob7F3I3IeSAafEuNwtYMi9WuFpJ9a2I-5MG9k,02-06-1974,GEN,1974,6,2,Jun,Jun-02,74Jun2,11185385,23
